nss_subject,academic_year,nss_year,faculty,dept_codes_included,n_modules_total,mean_coursework_pct,mean_written_exam_pct,mean_practical_pct,mean_class_size,mean_scheduled_hours,mean_contact_ratio,mean_assess_diversity,mean_n_summative_items,subject_code,nss_academic_support,nss_assessment_feedback,nss_free_expression,nss_learning_opps,nss_learning_resources,nss_organisation,nss_student_voice,nss_teaching
Biosciences,2019/0,2020,ESE,BIO,51.0,56.6865671641791,35.28358208955224,8.029850746268657,93.65671641791045,33.63681592039801,0.1796019900497512,1.7164179104477615,2.194029850746269,,,,,,,,,
Biosciences,2020/1,2021,ESE,BIO,50.0,58.75757575757576,32.93939393939394,8.303030303030303,95.06060606060606,33.55555555555556,0.17838383838383842,1.7121212121212122,2.1818181818181817,,,,,,,,,
Biosciences,2021/2,2022,ESE,BIO,51.0,55.88333333333334,37.06666666666667,7.05,104.63333333333334,37.87777777777778,0.2026666666666666,1.8,2.316666666666667,,,,,,,,,
Biosciences,2022/3,2023,ESE,BIO,55.0,57.85915492957746,31.88732394366197,10.253521126760564,99.38028169014083,35.262910798122064,0.1796244131455399,1.8309859154929575,2.352112676056338,CAH03-01,79.8923823109843,77.56222855514392,71.27849430989204,80.86521553563807,88.56691897137313,87.50701168614357,70.58504015068901,90.30816937553465
Biosciences,2023/4,2024,ESE,BIO,56.0,58.72222222222222,30.61111111111111,10.666666666666666,95.63888888888889,35.68981481481482,0.18324074074074068,1.805555555555556,2.3472222222222223,CAH03-01,79.4950755206006,74.49843357391072,69.83952590959207,82.8169382847983,85.0753527579256,84.04271071657362,65.8251441119956,90.38083812324555
Biosciences,2024/5,2025,ESE,BIO,53.0,70.54285714285714,21.128571428571426,8.32857142857143,98.44285714285714,35.82857142857143,0.1813333333333333,1.5714285714285712,2.271428571428572,CAH03-01,79.40238198354267,74.9273812613548,74.32727272727273,80.68820969208782,87.48382326899238,80.68633733867378,66.8596557288865,87.26202153886076
Business and management,2021/2,2022,ESE,"BEM,BEP",90.0,81.78893442622952,11.849316939890711,6.361748633879781,105.36775862068966,51.85799939283547,0.23862963597826983,1.3454918032786884,2.086056466302368,,,,,,,,,
Business and management,2022/3,2023,ESE,"BEM,BEP",92.0,82.42753623188405,11.544513457556935,6.027950310559006,123.91497108588561,30.201006639537376,0.16424531572688636,1.3406832298136644,2.012215320910973,CAH17-01,78.70144332316357,79.09947322212467,81.6,84.04806848112379,89.96287685080573,88.37491856677524,76.87293251384409,83.72949561403509
Business and management,2024/5,2025,ESE,"BEM,BEP",136.0,87.68304399123545,8.334569357829093,3.9823866509354455,92.86427187514812,35.151236824209455,0.17763800839362331,1.2019298837013315,1.8868761416903168,CAH17-01,78.86353021978023,81.7810003732736,84.8,81.72291180587962,87.76341247789847,86.48211464324085,74.12965360958239,84.4
Computing,2019/0,2020,ESE,ECM,47.0,57.225806451612904,38.14516129032258,4.629032258064516,75.8225806451613,40.62903225806452,0.3605927906058717,1.7903225806451613,3.254237288135593,,,,,,,,,
Computing,2020/1,2021,ESE,ECM,47.0,57.70967741935484,38.14516129032258,4.145161290322581,73.20967741935483,37.854838709677416,0.3418058439209353,1.7741935483870968,3.35593220338983,,,,,,,,,
Computing,2021/2,2022,ESE,ECM,47.0,58.67741935483871,37.17741935483871,4.145161290322581,76.30645161290323,36.70967741935484,0.3341714353187847,1.7580645161290325,3.4406779661016955,,,,,,,,,
Computing,2022/3,2023,ESE,ECM,28.0,52.62790697674419,41.51162790697674,5.860465116279069,74.88372093023256,35.81395348837209,0.3678098133074604,1.7906976744186047,3.45,CAH11-01,76.94507692307693,77.06924493554328,75.03076923076922,81.49586206896552,88.22340425531915,83.09217527386542,70.05772357723578,85.68325688073395
Computing,2023/4,2024,ESE,ECM,11.0,50.0,40.45454545454545,9.545454545454543,27.09090909090909,20.40909090909091,0.4758774673338893,1.818181818181818,3.0454545454545454,CAH11-01,66.89438717067583,73.68380952380951,77.62307692307694,75.42823129251701,81.89538461538463,71.2208187134503,64.640799031477,80.52227891156463
Computing,2024/5,2025,ESE,ECM,10.0,50.47619047619048,41.90476190476191,7.619047619047619,30.714285714285715,18.571428571428573,0.11861111111111108,1.7142857142857142,2.8095238095238093,CAH11-01,69.30488095238096,76.64730957372467,72.45147058823531,81.43266550522648,88.65647348951913,81.23474576271185,72.9299872935197,82.40252613240419
Economics,2020/1,2021,ESE,BEE,53.0,28.879310344827587,65.60344827586206,5.517241379310345,188.58490566037736,29.741379310344833,0.1745894909688012,1.6206896551724137,2.7758620689655173,,,,,,,,,
Economics,2021/2,2022,ESE,BEE,55.0,30.5,64.33333333333333,5.166666666666667,191.1818181818182,29.683333333333334,0.1749920634920634,1.6333333333333333,2.7333333333333334,,,,,,,,,
Economics,2022/3,2023,ESE,BEE,55.0,30.33333333333333,64.58333333333333,5.083333333333333,193.0,29.766666666666662,0.17554761904761887,1.6166666666666667,2.7166666666666672,CAH15-02,71.3550799086758,75.18319047619048,74.9,80.85061707379352,86.92246182538756,83.9590169649082,67.92510490348879,84.85
Economics,2023/4,2024,ESE,BEE,54.0,32.52542372881356,61.88135593220339,5.593220338983051,185.54545454545453,30.54237288135593,0.1799919289749797,1.6440677966101693,2.5423728813559325,CAH15-02,70.81421637186342,72.90132223310479,80.3,81.9,90.14751418084752,87.68294645101818,66.03774259448417,85.99735423811858
Economics,2024/5,2025,ESE,BEE,58.0,33.476190476190474,61.92063492063492,4.603174603174603,187.17543859649123,30.920634920634917,0.1823280423280422,1.6349206349206349,2.492063492063492,CAH15-02,74.62570611778158,78.11292832764505,84.8,83.12654020336666,90.99171721885207,88.8404405701496,72.65309142993556,87.73543091655266
Engineering,2019/0,2020,ESE,ECM,47.0,57.225806451612904,38.14516129032258,4.629032258064516,75.8225806451613,40.62903225806452,0.3605927906058717,1.7903225806451613,3.254237288135593,,,,,,,,,
Engineering,2020/1,2021,ESE,"ECM,ENG",77.0,58.549360839683416,35.39292224776096,6.057716912555622,108.3227901131127,44.55583170099299,0.3070552343202901,1.7779300037364556,3.3857374874324027,,,,,,,,,
Engineering,2021/2,2022,ESE,"ECM,ENG",85.0,59.52270139727445,33.76548214593756,6.711816456787994,92.11454775458571,40.68011040193203,0.29322277938660785,1.754459203036053,3.3554336989032905,,,,,,,,,
Engineering,2022/3,2023,ESE,"ECM,ENG",77.0,59.648784355179714,33.845137420718814,6.50607822410148,87.04862579281183,41.26189217758986,0.28223387150574314,1.6966173361522199,3.2431818181818186,CAH10-01,75.45230061349692,78.59595588235294,74.26039603960396,82.91880733944954,82.83401574803149,81.89578783151326,63.15016233766234,88.5187141216992
Engineering,2023/4,2024,ESE,"ECM,ENG",82.0,64.3774465522433,30.921409214092144,4.701144233664558,59.12473256311511,42.096732911773564,0.2812626954824593,1.6121650105389942,3.0916139716952724,CAH10-01,73.86306748466257,73.64464416727806,75.3923076923077,78.34550458715597,82.84304511278195,73.12537313432836,58.71224358974359,81.9190366972477
Engineering,2024/5,2025,ESE,"ECM,ENG",81.0,63.206937095825985,32.38955298626081,4.40350991791321,65.3982657260435,43.187297232564724,0.23923729843509822,1.6076164347769286,3.073878110915148,CAH10-01,74.55292652552926,79.29164179104478,82.05675675675674,82.42847805788983,85.6232233502538,81.75569620253165,61.019189189189184,80.1311797752809
English studies,2019/0,2020,HASS,EAS,44.0,77.1264367816092,18.160919540229884,4.712643678160919,71.03529411764706,34.40229885057471,0.1203940483724753,1.7126436781609196,2.4597701149425286,,,,,,,,,
English studies,2020/1,2021,HASS,EAS,50.0,81.53061224489795,13.877551020408164,4.591836734693878,67.12903225806451,34.51020408163265,0.121166144983728,1.6632653061224487,2.6734693877551026,,,,,,,,,
English studies,2021/2,2022,HASS,EAS,51.0,82.2,13.7,4.1,67.12903225806451,34.48,0.12094282208405349,1.63,2.54,,,,,,,,,
English studies,2022/3,2023,HASS,EAS,58.0,83.94736842105263,12.017543859649122,4.035087719298246,61.822429906542055,34.29824561403509,0.1337016968082592,1.587719298245614,2.6140350877192984,CAH19-01,84.25855115758029,81.93448275862069,58.9,81.95,88.00580945003873,84.37838258164851,66.99520062942564,93.1
English studies,2023/4,2024,HASS,EAS,60.0,82.92035398230088,12.035398230088497,5.04424778761062,63.08490566037736,37.06194690265487,0.1449198237491101,1.646017699115044,2.858407079646017,CAH19-01,86.48945147679325,77.68183733670459,67.7,84.52072784810126,88.83654676258995,86.86545981173064,71.06571637426902,94.3
English studies,2024/5,2025,HASS,EAS,62.0,86.25,9.083333333333334,4.666666666666667,61.91379310344828,34.541666666666664,0.1359131756613519,1.5583333333333331,2.691666666666667,CAH19-01,83.7,73.22,79.7,82.325,90.52679324894514,85.157310565635,71.23540106951873,92.225
"General, applied and forensic sciences",2019/0,2020,ESE,NSC,13.0,60.583333333333336,20.5,18.916666666666668,30.791666666666668,90.58333333333331,0.2916666666666667,1.9583333333333333,5.875,,,,,,,,,
"General, applied and forensic sciences",2020/1,2021,ESE,NSC,14.0,59.76,22.080000000000002,18.16,37.6,87.28,0.2816070175438597,1.9599999999999997,5.76,,,,,,,,,
"General, applied and forensic sciences",2021/2,2022,ESE,NSC,14.0,59.76,22.080000000000002,18.16,37.6,87.28,0.2816070175438597,1.9599999999999997,5.76,,,,,,,,,
"General, applied and forensic sciences",2022/3,2023,ESE,NSC,14.0,59.76,22.080000000000002,18.16,37.6,87.67999999999999,0.2842736842105263,1.9599999999999997,5.72,CAH07-04,83.82121212121213,87.88727272727273,90.6375,90.91818181818182,90.9121212121212,98.95104166666664,76.30412371134021,93.9318181818182
"General, applied and forensic sciences",2023/4,2024,ESE,NSC,13.0,60.583333333333336,20.5,18.916666666666668,37.29166666666666,90.41666666666669,0.2900073099415205,1.9583333333333333,5.833333333333333,CAH07-04,92.54649122807017,89.72263157894737,73.64736842105265,95.39111842105264,88.84866071428571,94.1,79.1710407239819,96.05065789473684
"General, applied and forensic sciences",2024/5,2025,ESE,NSC,14.0,60.96,20.88,18.16,37.6,94.72,0.3120070175438597,1.9599999999999997,5.72,CAH07-04,94.3825,94.39477611940298,77.75555555555556,95.82916666666668,93.62611464968153,96.28148148148148,82.80191082802547,97.225
"Geography, earth and environmental studies",2019/0,2020,ESE,GEO,37.0,78.75,16.71875,4.53125,63.046875,15.8125,0.0951041666666667,1.34375,1.9375,,,,,,,,,
"Geography, earth and environmental studies",2020/1,2021,ESE,GEO,42.0,86.81159420289855,10.579710144927535,2.608695652173913,62.275362318840585,16.942028985507246,0.10335113145181792,1.2028985507246377,1.9420289855072463,,,,,,,,,
"Geography, earth and environmental studies",2021/2,2022,ESE,GEO,50.0,87.08860759493672,10.379746835443038,2.5316455696202533,73.46835443037975,19.39240506329114,0.12090162114146122,1.1898734177215189,1.8734177215189876,,,,,,,,,
"Geography, earth and environmental studies",2022/3,2023,ESE,GEO,51.0,82.75,13.75,3.5,74.1875,19.5875,0.1188070175438596,1.2,1.85,CAH26-01,74.51624441132638,72.39982118909253,74.3,79.225,90.21927413127412,82.29905588548804,63.67801341026041,85.47500000000001
"Geography, earth and environmental studies",2023/4,2024,ESE,GEO,56.0,84.06976744186046,12.674418604651162,3.255813953488372,76.17647058823529,20.41860465116279,0.1169437479794279,1.1744186046511629,1.7674418604651163,CAH26-01,79.10739165421313,75.60062026188835,69.9,82.9036294503975,89.57032250414986,87.14487821932175,66.27250712250712,88.15392173763145
"Geography, earth and environmental studies",2024/5,2025,ESE,GEO,51.0,85.47945205479452,13.97260273972603,0.547945205479452,82.34722222222223,21.10958904109589,0.1237442922374428,1.0684931506849316,1.5616438356164384,CAH26-01,80.15279255319147,79.87392344497607,82.5,86.83463112708395,92.78644253109196,86.90811907983762,72.23403199117483,89.54547721152886
History and archaeology,2019/0,2020,HASS,"ARC,HIH",76.0,66.27419842710223,22.304900181488204,11.42090139140956,32.93176043557168,36.510662431941924,0.1477156779552058,1.8631276467029643,2.237900786448881,,,,,,,,,
History and archaeology,2020/1,2021,HASS,"ARC,HIH",76.0,73.59167148640833,20.443416232889916,5.964912280701754,32.56613573407202,34.663967611336034,0.14463569006839938,1.675534991324465,2.1494119915172547,,,,,,,,,
History and archaeology,2021/2,2022,HASS,"ARC,HIH",89.0,78.48595505617978,12.103932584269662,9.410112359550562,33.308087502980825,34.66011235955056,0.14764450896111403,1.6146067415730336,2.397191011235955,,,,,,,,,
History and archaeology,2022/3,2023,HASS,"ARC,HIH",112.0,82.4484257518797,7.787308673469388,9.764265574650912,30.959046162171166,35.80961667561762,0.14587756187118078,1.5665866675617617,2.417793367346939,CAH20-01,83.54222445898338,78.96127864897467,66.6,79.4928679245283,88.57272727272728,81.72689938398358,66.39554039874082,91.175
History and archaeology,2023/4,2024,HASS,"ARC,HIH",111.0,80.62726140774922,3.9724602651431917,15.400278327107593,40.01368438656574,34.12048145706682,0.14110318579615244,1.540208501184111,2.191659952635562,CAH20-01,83.05464316423044,75.31195455719082,72.3,79.50708762886597,88.23511852502195,80.78681898066783,65.27319587628865,90.075
History and archaeology,2024/5,2025,HASS,"ARC,HIH",111.0,78.60600662029209,4.482450626881471,16.911542752826435,36.34495656370656,50.11934780197435,0.138404875463699,1.6106424662116214,2.1070458463359323,CAH20-01,84.59446437724243,73.74837423312884,79.2,82.27498084291189,88.35627615062762,84.59610935856992,65.22666311868015,91.87464572960552
Languages and area studies,2019/0,2020,HASS,CLA,47.0,44.53333333333333,49.866666666666674,5.6,27.16176470588235,50.85333333333333,0.1904888888888888,1.9600000000000002,2.7066666666666666,,,,,,,,,
Languages and area studies,2020/1,2021,HASS,CLA,58.0,52.22222222222222,37.333333333333336,10.444444444444445,30.264367816091955,48.922222222222224,0.1866666666666666,1.855555555555556,3.2555555555555555,,,,,,,,,
Languages and area studies,2021/2,2022,HASS,CLA,46.0,55.47945205479452,33.97260273972603,10.547945205479452,25.942857142857143,50.47945205479452,0.18896325579969964,1.7397260273972603,3.246575342465753,,,,,,,,,
Languages and area studies,2022/3,2023,HASS,CLA,48.0,56.62162162162162,32.83783783783784,10.54054054054054,26.985915492957748,49.87837837837838,0.1978239778239778,1.635135135135135,3.0945945945945947,CAH19-04,89.08894289185905,78.6090510948905,68.3,81.83163172288059,87.49634300126104,80.65299251870324,69.1404609475032,90.825
Languages and area studies,2023/4,2024,HASS,CLA,53.0,54.5,36.375,9.125,26.59210526315789,49.16455696202532,0.1923206751054852,1.6875,3.0499999999999994,CAH19-04,82.95425950196594,72.4307328605201,66.9,79.19567779960707,83.6189701897019,76.7073469387755,65.27551867219917,88.325
Languages and area studies,2024/5,2025,HASS,CLA,57.0,60.94117647058823,30.705882352941178,8.352941176470589,29.036585365853657,48.4,0.198497737556561,1.6470588235294117,3.0352941176470587,CAH19-04,84.11558245083208,76.7991847826087,83.6,84.94835787089467,90.09606918238994,82.98519685039369,67.0874193548387,91.40566251415628
Law,2019/0,2020,HASS,LAW,42.0,60.50561797752808,31.96629213483146,7.52808988764045,97.94252873563218,44.3013698630137,0.1612534093346817,1.4269662921348314,1.9775280898876404,,,,,,,,,
Law,2020/1,2021,HASS,LAW,41.0,65.40229885057471,28.091954022988507,6.505747126436781,99.19767441860463,44.098591549295776,0.1611349528940984,1.4482758620689655,2.057471264367816,,,,,,,,,
Law,2021/2,2022,HASS,LAW,47.0,67.44680851063829,25.148936170212767,7.404255319148936,111.40425531914892,43.02564102564103,0.1617598806860551,1.425531914893617,2.0,,,,,,,,,
Law,2022/3,2023,HASS,LAW,48.0,63.333333333333336,32.689655172413794,3.977011494252874,132.183908045977,38.333333333333336,0.1474293502018565,1.4367816091954022,1.9540229885057474,CAH16-01,72.10360500048454,75.3784281999422,69.0,76.74706988858341,86.02421573478476,79.45616017444742,61.42320375736984,86.99668396770473
Law,2023/4,2024,HASS,LAW,51.0,61.84782608695652,34.391304347826086,3.760869565217391,134.94565217391303,38.95652173913044,0.1493444217488571,1.4565217391304348,1.9347826086956519,CAH16-01,72.18010704727922,72.53632255206026,75.6,76.13606575585915,87.78474756690999,84.59723589549412,61.16785464166213,86.52445971406405
Law,2024/5,2025,HASS,LAW,55.0,63.05263157894737,33.305263157894736,3.642105263157895,133.62637362637363,37.87368421052632,0.1499855926993979,1.463157894736842,1.8842105263157896,CAH16-01,74.21390194761585,69.62,78.0,76.33062080536914,85.4104107406986,83.46587802917192,57.63773364485981,85.95
Mathematical sciences,2019/0,2020,ESE,MTH,36.0,41.66666666666666,55.37037037037037,2.962962962962963,95.1923076923077,42.47916666666666,0.1931857638888889,1.6666666666666667,2.9166666666666665,,,,,,,,,
Mathematical sciences,2020/1,2021,ESE,MTH,37.0,45.37735849056604,51.886792452830186,2.7358490566037736,101.76923076923076,39.66666666666666,0.1939887440213392,1.792452830188679,3.0,,,,,,,,,
Mathematical sciences,2021/2,2022,ESE,MTH,35.0,44.21568627450981,52.94117647058823,2.843137254901961,104.6470588235294,40.02127659574468,0.1948537527593819,1.843137254901961,3.042553191489361,,,,,,,,,
Mathematical sciences,2022/3,2023,ESE,MTH,37.0,45.75471698113208,50.56603773584906,3.679245283018868,102.54716981132076,39.57142857142857,0.1949277492453935,1.830188679245283,3.3877551020408165,CAH09-01,75.52536491983729,73.66620886981401,72.15168374816984,78.62680042995342,84.323292773777,81.18460975609754,60.14053779807205,83.52891824348447
Mathematical sciences,2023/4,2024,ESE,MTH,35.0,41.86274509803921,53.333333333333336,4.803921568627451,103.66666666666669,39.80851063829788,0.193577157014701,1.862745098039216,3.404255319148936,CAH09-01,74.72631113078116,76.43074369189907,73.01764705882353,83.73945892444738,81.57497645951034,82.06890092529902,60.45454545454545,84.52363306982872
Mathematical sciences,2024/5,2025,ESE,MTH,34.0,36.27659574468085,58.51063829787234,5.212765957446808,116.8913043478261,39.61702127659574,0.1923005612700202,1.9574468085106385,3.234042553191489,CAH09-01,78.2818422956354,80.9276559139785,78.37580893682588,82.65404530744335,85.88673799452602,86.74860294117646,69.2917780061665,87.6945278969957
"Media, journalism and communications",2020/1,2021,HASS,EAF,18.0,83.88888888888889,5.0,11.11111111111111,33.888888888888886,67.33333333333333,0.22233680168462777,1.5555555555555556,2.555555555555556,,,,,,,,,
"Media, journalism and communications",2021/2,2022,HASS,EAF,18.0,86.11111111111111,5.0,8.88888888888889,38.888888888888886,67.33333333333333,0.22233680168462777,1.5,2.611111111111111,,,,,,,,,
"Media, journalism and communications",2022/3,2023,HASS,EAF,18.0,92.22222222222224,5.0,2.7777777777777777,47.333333333333336,70.77777777777777,0.23439968050162946,1.3888888888888888,2.555555555555556,CAH24-01,79.33333333333333,80.76,61.8,83.225,87.53776824034334,83.27639484978542,63.75327510917031,94.275
"Media, journalism and communications",2023/4,2024,HASS,EAF,19.0,90.27777777777776,2.5,7.222222222222222,49.0,66.02777777777777,0.22358231140839832,1.4444444444444444,2.611111111111111,CAH24-01,85.66666666666667,81.25999999999999,68.5,82.2,88.97673860911272,79.75903614457832,71.20833333333333,91.025
"Media, journalism and communications",2024/5,2025,HASS,EAF,20.0,95.12820512820512,0.0,4.871794871794871,46.64102564102564,65.05128205128206,0.2169350827544807,1.1538461538461535,2.025641025641025,CAH24-01,81.43333333333334,72.06607369758576,78.3,82.1,86.54434968017058,78.98528138528138,68.14563318777293,84.95
Performing arts,2020/1,2021,HASS,DRA,15.0,85.33333333333333,0.0,14.666666666666666,39.2,45.333333333333336,0.1511861761426978,1.1333333333333333,2.2,,,,,,,,,
Performing arts,2021/2,2022,HASS,DRA,29.0,87.93103448275862,0.0,12.06896551724138,43.58620689655172,46.41379310344828,0.15472071656479452,1.137931034482759,2.2758620689655173,,,,,,,,,
Performing arts,2022/3,2023,HASS,DRA,29.0,84.13793103448276,0.0,15.862068965517242,43.89655172413793,46.41379310344828,0.15472071656479452,1.206896551724138,2.310344827586207,CAH25-02,74.06666666666668,73.92813036020583,49.5,72.85000000000001,80.59478260869564,77.24256559766764,53.57218934911243,83.75
Performing arts,2023/4,2024,HASS,DRA,32.0,86.875,0.0,13.125,39.78125,52.0,0.173340649386845,1.28125,2.5,CAH25-02,81.16666666666667,76.38000000000001,59.89999999999999,81.875,89.36666666666667,85.66885644768857,64.30788177339902,92.775
Performing arts,2024/5,2025,HASS,DRA,30.0,86.33333333333333,0.0,13.666666666666666,37.56666666666667,51.766666666666666,0.172563359345968,1.2666666666666666,2.1333333333333333,CAH25-02,81.2,76.13989071038252,78.2,83.175,89.64924012158055,84.09532710280374,64.61770186335403,95.0
Philosophy and religious studies,2019/0,2020,HASS,"PHL,THE",66.0,66.9812252964427,32.19202898550725,0.8267457180500658,42.724240202612634,25.449055775142735,0.14221009089042352,1.555884936319719,1.9937417654808958,,,,,,,,,
Philosophy and religious studies,2020/1,2021,HASS,"PHL,THE",75.0,73.03329805996472,24.95082892416226,2.0158730158730163,41.67892130857649,25.57236684303351,0.14666760634289341,1.5246278659611994,2.275541446208113,,,,,,,,,
Philosophy and religious studies,2021/2,2022,HASS,"PHL,THE",81.0,72.3076416337286,25.149538866930172,2.5428194993412383,40.276704240472355,25.236758893280633,0.1407171155935275,1.5180500658761529,2.26798418972332,,,,,,,,,
Philosophy and religious studies,2022/3,2023,HASS,"PHL,THE",107.0,79.98502876731436,17.832935565419607,2.1820356672660255,37.07969263768253,25.803440230673544,0.13629685786807988,1.3954602865839794,2.2387887728175153,CAH20-02,78.2880239520958,76.67156293222683,69.5,76.75,88.33315559864273,82.12746679316888,63.41091954022989,90.725
Philosophy and religious studies,2023/4,2024,HASS,"PHL,THE",91.0,82.50216291644864,15.184214198499912,2.3136228850514566,38.82772473428211,25.180767486481773,0.14028945059473957,1.2883342054770626,2.177104482818769,CAH20-02,79.09322033898304,75.60481036077707,73.0,82.23293135435992,89.27763243950294,82.78834123222748,68.08378203048977,89.8054528650647
Philosophy and religious studies,2024/5,2025,HASS,"PHL,THE",93.0,83.46724103386094,13.74240299205236,2.79035597408669,39.546701974000975,25.289095371669006,0.14476570593862587,1.3099356619693228,2.072819964825575,CAH20-02,82.99166666666667,74.32,83.6,80.6220515137822,91.63383742911154,87.49183027232425,74.83615635179152,91.51424694708275
Physics and astronomy,2022/3,2023,ESE,PHY,46.0,31.69230769230769,47.93846153846153,20.369230769230768,55.23809523809524,57.14285714285715,0.3114424203685948,1.7384615384615387,3.171875,CAH07-01,85.5357894736842,82.90806577916993,73.5776,88.6673828125,88.5627659574468,87.28999999999999,68.81636363636363,94.03098039215686
Physics and astronomy,2023/4,2024,ESE,PHY,47.0,34.09090909090909,46.0,19.90909090909091,54.171875,56.325581395348834,0.3076104260964569,1.7424242424242424,3.076923076923077,CAH07-01,84.57087827426811,77.93176361957526,76.27014218009478,77.12804597701148,85.68076311605724,83.39726247987117,75.0304,89.37058823529412
Physics and astronomy,2024/5,2025,ESE,PHY,39.0,34.71153846153846,42.88461538461539,22.403846153846157,59.54,55.8974358974359,0.2977926920208799,1.7307692307692308,3.2549019607843137,CAH07-01,90.36075949367088,79.20318664643399,87.51249999999999,90.45687022900763,87.71153846153847,91.34427480916032,78.85248041775456,94.3996138996139
Politics,2019/0,2020,HASS,POL,50.0,71.45454545454545,24.53030303030303,4.015151515151516,86.74242424242424,31.93939393939394,0.1479072605247101,1.606060606060606,2.3181818181818183,,,,,,,,,
Politics,2020/1,2021,HASS,POL,60.0,74.1625,21.15,4.6875,77.875,32.3875,0.1476062639821029,1.6125,2.3625,,,,,,,,,
Politics,2021/2,2022,HASS,POL,62.0,74.95121951219512,19.74390243902439,5.304878048780488,78.9375,32.81707317073171,0.1503672177661373,1.6341463414634143,2.475609756097561,,,,,,,,,
Politics,2022/3,2023,HASS,POL,71.0,81.43617021276596,13.159574468085106,5.404255319148936,81.26373626373626,32.43617021276596,0.1487971821600266,1.4574468085106382,2.2872340425531914,CAH15-03,74.33694393447253,74.04302876480541,69.1,78.60185146000846,86.32004946893643,80.22166931867497,58.83868108757699,86.18362159881882
Politics,2023/4,2024,HASS,POL,81.0,79.42307692307692,15.64423076923077,4.932692307692308,77.67326732673267,31.817307692307697,0.1485462915160901,1.4615384615384617,2.1923076923076925,CAH15-03,75.82807633766538,71.79068627450981,69.6,80.35,87.96334056399132,74.36350059737157,61.46338096391379,86.30533870120777
Politics,2024/5,2025,HASS,POL,80.0,79.86868686868686,16.161616161616163,3.9696969696969697,79.5360824742268,30.595959595959595,0.150074678255533,1.393939393939394,2.090909090909091,CAH15-03,75.58081164534627,71.32000000000001,77.79999999999998,80.17292653375922,89.95193302891933,82.8983105513746,58.627283912642255,88.25
Psychology,2019/0,2020,HLS,"PSY,PYC",65.0,62.2856811862836,26.02381835032438,11.690500463392029,83.87808155699722,52.6647358665431,0.2228913625122834,1.6870713623725673,2.620713623725672,,,,,,,,,
Psychology,2020/1,2021,HLS,"PSY,PYC",68.0,58.812057991513434,24.26202263083451,16.92591937765205,80.06689061763318,45.97247760490335,0.20343420603725845,1.6700848656294203,2.4255068363979255,,,,,,,,,
Psychology,2021/2,2022,HLS,"PSY,PYC",76.0,56.26675224646983,23.53222079589217,20.201026957637996,73.7805794975243,50.78202824133505,0.21035138465111175,1.6844672657252886,2.514249037227214,,,,,,,,,
Psychology,2022/3,2023,HLS,"PSY,PYC",91.0,53.542298219022356,25.17080333459644,21.286898446381205,68.26417649287832,49.77480421876973,0.21518669036733495,1.7254168245547556,2.4940160414298345,CAH04-01,76.2941251596424,72.93570336391439,68.572265625,78.94393505253105,87.81781914893617,84.40969455511288,67.08056112224449,85.82903533906399
Psychology,2023/4,2024,HLS,"PSY,PYC",96.0,52.99574055330635,26.723220310391365,20.281039136302294,69.66508595139301,50.14854644624381,0.22087779367671592,1.7371794871794872,2.431905083220873,CAH04-01,72.37432010699956,68.20906174819567,74.92851296043656,77.20601604278076,85.00978311029073,82.13146220009054,68.96887661141804,86.92082777036048
Psychology,2024/5,2025,HLS,"PSY,PYC",86.0,54.80620155038759,23.083770942735683,22.11002750687672,71.82313627472288,52.46392848212054,0.2234644130327253,1.7036759189797448,2.4067266816704174,CAH04-01,75.03760129659643,74.94245647969052,80.0334975369458,83.87874396135267,89.6621487603306,86.85553732567678,74.58953974895398,90.28502415458937
"Sociology, social policy and anthropology",2019/0,2020,HASS,"ANT,SOC",49.0,69.61989795918367,26.553571428571427,3.826530612244898,31.738775510204086,24.04387755102041,0.15190228507510387,1.6522959183673471,1.883673469387755,,,,,,,,,
"Sociology, social policy and anthropology",2020/1,2021,HASS,"ANT,SOC",52.0,65.44615384615385,29.925641025641024,4.628205128205129,30.570769230769233,25.963076923076922,0.1651967418115069,1.6687179487179487,1.8892307692307695,,,,,,,,,
"Sociology, social policy and anthropology",2021/2,2022,HASS,"ANT,SOC",59.0,72.03777239709444,23.45357367052282,4.508653932382746,31.009416195856875,25.86064030131827,0.16538723566289637,1.5290646578782172,1.9826562640121965,,,,,,,,,
"Sociology, social policy and anthropology",2022/3,2023,HASS,"ANT,SOC",75.0,82.59942414174972,14.555836101882617,2.844739756367663,31.784317460317457,24.066640088593577,0.15483292727943884,1.3317386489479512,1.8968593576965669,CAH15-01,75.06666666666666,72.014489571899,60.0,77.725,88.63121387283236,80.87565055762083,62.3592664092664,84.975
"Sociology, social policy and anthropology",2023/4,2024,HASS,SOC,41.0,75.13636363636364,24.863636363636363,0.0,32.61904761904762,24.068181818181817,0.1437878787878788,1.4545454545454546,1.8863636363636365,CAH15-01,75.86666666666667,76.94000000000001,70.3,83.53450549450548,87.07187969924813,83.81958456973294,63.56913580246914,83.39956043956045
"Sociology, social policy and anthropology",2024/5,2025,HASS,"ANT,SOC",63.0,88.6027054499961,9.961164542445331,1.436130007558579,40.90268329554044,28.395209424766072,0.15942567691601006,1.2079651784085281,1.84676935908463,CAH15-01,79.44576271186439,76.07633587786259,72.7,84.825,93.01444201312913,87.96520787746171,66.74799107142857,90.77559429477022
